2025-11-15 21:39:40-0500: Running with following config:
logDir = analysis_logs
maxVisits = 500
nnCacheSizePowerOfTwo = 23
nnMaxBatchSize = 64
nnMutexPoolSizePowerOfTwo = 17
nnRandomize = true
numAnalysisThreads = 2
numSearchThreads = 16
reportAnalysisWinratesAs = BLACK

2025-11-15 21:39:40-0500: Analysis Engine starting...
2025-11-15 21:39:40-0500: KataGo v1.16.4
2025-11-15 21:39:40-0500: nnRandSeed0 = 16153694570817667877
2025-11-15 21:39:40-0500: After dedups: nnModelFile0 = ../../katago_repo/KataGo/cpp/tests/models/g170e-b10c128-s1141046784-d204142634.bin.gz useFP16 auto useNHWC auto
2025-11-15 21:39:40-0500: Initializing neural net buffer to be size 19 * 19 allowing smaller boards
2025-11-15 21:39:40-0500: Found OpenCL Platform 0: NVIDIA CUDA (NVIDIA Corporation) (OpenCL 3.0 CUDA 12.8.98)
2025-11-15 21:39:40-0500: Found 1 device(s) on platform 0 with type CPU or GPU or Accelerator
2025-11-15 21:39:40-0500: Found OpenCL Device 0: NVIDIA RTX 6000 Ada Generation (NVIDIA Corporation) (score 11000300)
2025-11-15 21:39:40-0500: Creating context for OpenCL Platform: NVIDIA CUDA (NVIDIA Corporation) (OpenCL 3.0 CUDA 12.8.98)
2025-11-15 21:39:41-0500: Using OpenCL Device 0: NVIDIA RTX 6000 Ada Generation (NVIDIA Corporation) OpenCL 3.0 CUDA (Extensions: cl_khr_global_int32_base_atomics cl_khr_global_int32_extended_atomics cl_khr_local_int32_base_atomics cl_khr_local_int32_extended_atomics cl_khr_fp64 cl_khr_3d_image_writes cl_khr_byte_addressable_store cl_khr_icd cl_khr_gl_sharing cl_nv_compiler_options cl_nv_device_attribute_query cl_nv_pragma_unroll cl_nv_copy_opts cl_khr_gl_event cl_nv_create_buffer cl_khr_int64_base_atomics cl_khr_int64_extended_atomics cl_nv_kernel_attribute cl_khr_device_uuid cl_khr_pci_bus_info cl_khr_external_semaphore cl_khr_external_memory cl_khr_external_semaphore_opaque_fd cl_khr_external_memory_opaque_fd cl_khr_semaphore)
2025-11-15 21:39:41-0500: Loaded tuning parameters from: /thayerfs/home/f004h1v/.katago/opencltuning/tune11_gpuNVIDIARTX6000AdaGeneration_x19_y19_c128_mv8.txt
2025-11-15 21:39:41-0500: OpenCL backend thread 0: Model version 8
2025-11-15 21:39:41-0500: OpenCL backend thread 0: Model name: g170-b10c128-s1141046784-d204142634
2025-11-15 21:39:42-0500: OpenCL backend thread 0: FP16Storage true FP16Compute false FP16TensorCores true FP16TensorCoresFor1x1 false
2025-11-15 21:39:42-0500: Loaded config ../../katago_repo/KataGo/cpp/configs/analysis_example.cfg
2025-11-15 21:39:42-0500: Loaded model ../../katago_repo/KataGo/cpp/tests/models/g170e-b10c128-s1141046784-d204142634.bin.gz
2025-11-15 21:39:42-0500: Analyzing up to 2 positions at a time in parallel
2025-11-15 21:39:42-0500: Started, ready to begin handling requests
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_174"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_175"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_176"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_177"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_178"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_179"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_180"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_181"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_182"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_183"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_184"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_185"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_186"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_187"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_188"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_189"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_190"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_191"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_192"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_193"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_194"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_195"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_196"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_197"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_198"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_199"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_200"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_201"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_202"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_203"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_204"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_205"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_206"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_207"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_208"}
2025-11-15 21:40:47-0500: Error: {"error":"Could not parse board location: G16","field":"moves","id":"query_209"}
2025-11-15 21:43:02-0500: Error: {"error":"Illegal move 119: A10","field":"moves","id":"query_432"}
2025-11-15 21:43:02-0500: Error: {"error":"Illegal move 119: A10","field":"moves","id":"query_433"}
2025-11-15 21:43:02-0500: Error: {"error":"Illegal move 119: A10","field":"moves","id":"query_434"}
2025-11-15 21:50:17-0500: Error: {"error":"Illegal move 130: T8","field":"moves","id":"query_899"}
2025-11-15 21:50:17-0500: Error: {"error":"Illegal move 130: T8","field":"moves","id":"query_900"}
2025-11-15 21:50:17-0500: Error: {"error":"Illegal move 130: T8","field":"moves","id":"query_901"}
2025-11-15 21:50:17-0500: Error: {"error":"Illegal move 130: T8","field":"moves","id":"query_902"}
2025-11-15 21:50:17-0500: Error: {"error":"Illegal move 130: T8","field":"moves","id":"query_903"}
2025-11-15 21:50:17-0500: Error: {"error":"Illegal move 130: T8","field":"moves","id":"query_904"}
2025-11-15 21:50:17-0500: Error: {"error":"Illegal move 130: T8","field":"moves","id":"query_905"}
2025-11-15 21:50:17-0500: Error: {"error":"Illegal move 130: T8","field":"moves","id":"query_906"}
2025-11-15 21:50:17-0500: Error: {"error":"Illegal move 130: T8","field":"moves","id":"query_907"}
2025-11-15 21:50:17-0500: Error: {"error":"Illegal move 130: T8","field":"moves","id":"query_908"}
2025-11-15 21:50:17-0500: Error: {"error":"Illegal move 130: T8","field":"moves","id":"query_909"}
2025-11-15 21:50:21-0500: Error: {"error":"Illegal move 130: T8","field":"moves","id":"query_913"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1535"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1536"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1537"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1538"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1539"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1540"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1541"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1542"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1543"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1544"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1545"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1546"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1547"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1548"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1549"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1550"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1551"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1552"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1553"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1554"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1555"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1556"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1557"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1558"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1559"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1560"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1561"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1562"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1563"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1564"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1565"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1566"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1567"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1568"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1569"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1570"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1571"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1572"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1573"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1574"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1575"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1576"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1577"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1578"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1579"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1580"}
2025-11-15 22:06:14-0500: Error: {"error":"Could not parse board location: L17","field":"moves","id":"query_1581"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1906"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1907"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1908"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1909"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1910"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1911"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1912"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1913"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1914"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1915"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1916"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1917"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1918"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1919"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1920"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1921"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1922"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1923"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1924"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1925"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1926"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1927"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1928"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1929"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1930"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1931"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1932"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1933"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1934"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1935"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1936"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1937"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1938"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1939"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1940"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1941"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1942"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1943"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1944"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1945"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1946"}
2025-11-15 22:17:16-0500: Error: {"error":"Could not parse board location: M12","field":"moves","id":"query_1947"}
2025-11-15 22:27:14-0500: Error: {"error":"Could not parse board location: C10","field":"moves","id":"query_2202"}
2025-11-15 22:27:14-0500: Error: {"error":"Could not parse board location: C10","field":"moves","id":"query_2203"}
2025-11-15 22:27:14-0500: Error: {"error":"Could not parse board location: C10","field":"moves","id":"query_2204"}
2025-11-15 22:27:14-0500: Error: {"error":"Could not parse board location: C10","field":"moves","id":"query_2205"}
2025-11-15 22:27:14-0500: Error: {"error":"Could not parse board location: C10","field":"moves","id":"query_2206"}
2025-11-15 22:27:14-0500: Error: {"error":"Could not parse board location: C10","field":"moves","id":"query_2207"}
2025-11-15 22:27:14-0500: Error: {"error":"Could not parse board location: C10","field":"moves","id":"query_2208"}
2025-11-15 22:27:14-0500: Error: {"error":"Could not parse board location: C10","field":"moves","id":"query_2209"}
2025-11-15 22:27:14-0500: Error: {"error":"Could not parse board location: C10","field":"moves","id":"query_2210"}
2025-11-15 22:27:14-0500: Error: {"error":"Could not parse board location: C10","field":"moves","id":"query_2211"}
2025-11-15 22:27:14-0500: Error: {"error":"Could not parse board location: C10","field":"moves","id":"query_2212"}
2025-11-15 22:27:14-0500: Error: {"error":"Could not parse board location: C10","field":"moves","id":"query_2213"}
2025-11-15 22:27:14-0500: Error: {"error":"Could not parse board location: C10","field":"moves","id":"query_2214"}
2025-11-15 22:27:14-0500: Error: {"error":"Could not parse board location: C10","field":"moves","id":"query_2215"}
2025-11-15 22:27:14-0500: Error: {"error":"Could not parse board location: C10","field":"moves","id":"query_2216"}
2025-11-15 22:27:14-0500: Error: {"error":"Could not parse board location: C10","field":"moves","id":"query_2217"}
2025-11-15 22:27:14-0500: Error: {"error":"Could not parse board location: C10","field":"moves","id":"query_2218"}
2025-11-15 22:27:14-0500: Error: {"error":"Could not parse board location: C10","field":"moves","id":"query_2219"}
2025-11-15 22:27:14-0500: Error: {"error":"Could not parse board location: C10","field":"moves","id":"query_2220"}
2025-11-15 22:27:14-0500: Error: {"error":"Could not parse board location: C10","field":"moves","id":"query_2221"}
2025-11-15 22:27:14-0500: Error: {"error":"Could not parse board location: C10","field":"moves","id":"query_2222"}
2025-11-15 22:27:23-0500: Error: {"error":"Could not parse board location: D10","field":"moves","id":"query_2227"}
2025-11-15 22:27:23-0500: Error: {"error":"Could not parse board location: D10","field":"moves","id":"query_2228"}
2025-11-15 22:27:23-0500: Error: {"error":"Could not parse board location: D10","field":"moves","id":"query_2229"}
2025-11-15 22:27:23-0500: Error: {"error":"Could not parse board location: D10","field":"moves","id":"query_2230"}
2025-11-15 22:27:23-0500: Error: {"error":"Could not parse board location: D10","field":"moves","id":"query_2231"}
2025-11-15 22:27:23-0500: Error: {"error":"Could not parse board location: D10","field":"moves","id":"query_2232"}
2025-11-15 22:27:23-0500: Error: {"error":"Could not parse board location: D10","field":"moves","id":"query_2233"}
2025-11-15 22:27:23-0500: Error: {"error":"Could not parse board location: D10","field":"moves","id":"query_2234"}
2025-11-15 22:27:23-0500: Error: {"error":"Could not parse board location: D10","field":"moves","id":"query_2235"}
2025-11-15 22:27:23-0500: Error: {"error":"Could not parse board location: D10","field":"moves","id":"query_2236"}
2025-11-15 22:27:23-0500: Error: {"error":"Could not parse board location: D10","field":"moves","id":"query_2237"}
2025-11-15 22:27:23-0500: Error: {"error":"Could not parse board location: D10","field":"moves","id":"query_2238"}
2025-11-15 22:27:23-0500: Error: {"error":"Could not parse board location: D10","field":"moves","id":"query_2239"}
2025-11-15 22:27:23-0500: Error: {"error":"Could not parse board location: D10","field":"moves","id":"query_2240"}
2025-11-15 22:27:23-0500: Error: {"error":"Could not parse board location: D10","field":"moves","id":"query_2241"}
2025-11-15 22:27:23-0500: Error: {"error":"Could not parse board location: D10","field":"moves","id":"query_2242"}
2025-11-15 22:27:23-0500: Error: {"error":"Could not parse board location: D10","field":"moves","id":"query_2243"}
2025-11-15 22:27:23-0500: Error: {"error":"Could not parse board location: D10","field":"moves","id":"query_2244"}
2025-11-15 22:27:23-0500: Error: {"error":"Could not parse board location: D10","field":"moves","id":"query_2245"}
2025-11-15 22:37:26-0500: Error: {"error":"Could not parse board location: M4","field":"moves","id":"query_2480"}
2025-11-15 22:37:26-0500: Error: {"error":"Could not parse board location: M4","field":"moves","id":"query_2481"}
2025-11-15 22:37:26-0500: Error: {"error":"Could not parse board location: M4","field":"moves","id":"query_2482"}
2025-11-15 22:37:26-0500: Error: {"error":"Could not parse board location: M4","field":"moves","id":"query_2483"}
2025-11-15 22:37:26-0500: Error: {"error":"Could not parse board location: M4","field":"moves","id":"query_2484"}
2025-11-15 22:37:26-0500: Error: {"error":"Could not parse board location: M4","field":"moves","id":"query_2485"}
2025-11-15 22:37:26-0500: Error: {"error":"Could not parse board location: M4","field":"moves","id":"query_2486"}
2025-11-15 22:37:26-0500: Error: {"error":"Could not parse board location: M4","field":"moves","id":"query_2487"}
2025-11-15 22:37:26-0500: Error: {"error":"Could not parse board location: M4","field":"moves","id":"query_2488"}
